Track Name,Artist,Streams,Date,code,name
First Time,Kygo,379129,6/3/17,us,United States
Crying in the Club,Camila Cabello,379085,6/20/17,us,United States
Good Life (with G-Eazy & Kehlani),G-Eazy,378923,5/6/17,us,United States
Love Galore (feat. Travis Scott),SZA,378902,6/16/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,378882,2/14/17,us,United States
X (feat. Future),21 Savage,378867,3/6/17,us,United States
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,378812,1/29/17,us,United States
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,378727,2/12/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,378609,4/3/17,us,United States
Something Just Like This,The Chainsmokers,378582,7/15/17,us,United States
X (feat. Future),21 Savage,378464,3/12/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,378454,4/14/17,us,United States
Cold,Maroon 5,378432,5/4/17,us,United States
do re mi,blackbear,378360,4/18/17,us,United States
Paris,The Chainsmokers,378280,5/8/17,us,United States
Look at Me!,XXXTENTACION,378257,2/13/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,378248,1/7/17,us,United States
Both (feat. Drake),Gucci Mane,378103,3/29/17,us,United States
Both (feat. Drake),Gucci Mane,378054,3/30/17,us,United States
Neighbors,J. Cole,378035,1/4/17,us,United States
Believer,Imagine Dragons,377985,5/29/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,377969,2/12/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,377879,4/1/17,us,United States
Good Dope,Future,377734,2/18/17,us,United States
Green Light,Lorde,377620,3/26/17,us,United States
Crying in the Club,Camila Cabello,377604,6/15/17,us,United States
Starving,Hailee Steinfeld,377543,1/30/17,us,United States
Location,Khalid,377469,2/16/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,377424,2/18/17,us,United States
Scared to Be Lonely,Martin Garrix,377369,4/17/17,us,United States
Love Me Now,John Legend,377289,1/6/17,us,United States
Big On Big,Migos,377126,1/27/17,us,United States
There for You,Martin Garrix,377115,7/9/17,us,United States
Chained To The Rhythm,Katy Perry,377104,4/1/17,us,United States
Do Not Disturb,Drake,377071,4/1/17,us,United States
Perfect,Ed Sheeran,376980,3/28/17,us,United States
Six Feet Under,The Weeknd,376946,1/11/17,us,United States
Young Dumb & Broke,Khalid,376919,7/8/17,us,United States
Scared to Be Lonely,Martin Garrix,376754,5/9/17,us,United States
Sneakin’,Drake,376600,2/12/17,us,United States
Same Drugs,Chance the Rapper,376549,2/17/17,us,United States
Can't Have Everything,Drake,376510,3/31/17,us,United States
Both (feat. Drake),Gucci Mane,376356,1/28/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,376339,4/3/17,us,United States
No Promises (feat. Demi Lovato),Cheat Codes,376324,6/19/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,376272,5/9/17,us,United States
I'm so Groovy,Future,376256,2/18/17,us,United States
FEEL.,Kendrick Lamar,376254,5/8/17,us,United States
Green Light,Lorde,376191,4/14/17,us,United States
Crying in the Club,Camila Cabello,376167,6/3/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,376076,1/4/17,us,United States
I Like Me Better,Lauv,376068,7/9/17,us,United States
Closer,The Chainsmokers,375914,5/11/17,us,United States
Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,375900,1/12/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,375834,3/31/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,375800,2/15/17,us,United States
Crying in the Club,Camila Cabello,375793,7/6/17,us,United States
Slippery (feat. Gucci Mane),Migos,375787,3/3/17,us,United States
Neighbors,J. Cole,375767,1/5/17,us,United States
Everyday,Ariana Grande,375761,3/29/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,375684,3/6/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,375682,1/28/17,us,United States
Redbone,Childish Gambino,375631,3/5/17,us,United States
The One,The Chainsmokers,375607,4/1/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,375574,1/9/17,us,United States
Culture (feat. DJ Khaled),Migos,375504,1/28/17,us,United States
Both (feat. Drake),Gucci Mane,375496,3/28/17,us,United States
No Promises (feat. Demi Lovato),Cheat Codes,375467,5/6/17,us,United States
Crying in the Club,Camila Cabello,375337,5/27/17,us,United States
Everybody,Logic,375265,5/24/17,us,United States
No Long Talk,Drake,375193,4/2/17,us,United States
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,375030,3/8/17,us,United States
Good Drank,2 Chainz,375025,6/17/17,us,United States
Crying in the Club,Camila Cabello,375000,6/24/17,us,United States
I Feel It Coming,The Weeknd,374953,5/4/17,us,United States
All Night (feat. Knox Fortune),Chance the Rapper,374829,4/13/17,us,United States
Caroline,Aminé,374822,4/13/17,us,United States
Peek A Boo,Lil Yachty,374748,5/26/17,us,United States
goosebumps,Travis Scott,374662,1/31/17,us,United States
OOOUUU,Young M.A,374638,1/7/17,us,United States
Mercy,Shawn Mendes,374605,1/7/17,us,United States
X (feat. Future),21 Savage,374546,3/31/17,us,United States
wokeuplikethis*,Playboi Carti,374343,6/15/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,374275,1/7/17,us,United States
wokeuplikethis*,Playboi Carti,374271,6/21/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,374112,5/9/17,us,United States
Weak,AJR,374101,3/24/17,us,United States
Neighbors,J. Cole,374082,1/6/17,us,United States
Sneakin’,Drake,374080,2/15/17,us,United States
X (feat. Future),21 Savage,374073,3/25/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,374061,3/27/17,us,United States
Six Feet Under,The Weeknd,374021,1/27/17,us,United States
Nancy Mulligan,Ed Sheeran,373888,3/11/17,us,United States
Sneakin’,Drake,373884,2/14/17,us,United States
Whatever It Takes,Imagine Dragons,373868,5/12/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,373780,3/12/17,us,United States
Look At Me!,XXXTENTACION,373728,6/22/17,us,United States
FEEL.,Kendrick Lamar,373711,5/9/17,us,United States
Scars To Your Beautiful,Alessia Cara,373670,1/27/17,us,United States
FEAR.,Kendrick Lamar,373326,5/5/17,us,United States
Both (feat. Drake),Gucci Mane,373277,3/31/17,us,United States
Young Dumb & Broke,Khalid,373269,7/6/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,373267,4/21/17,us,United States
Starboy,The Weeknd,373204,5/12/17,us,United States
wokeuplikethis*,Playboi Carti,373184,6/20/17,us,United States
Lose You,Drake,373107,3/29/17,us,United States
All We Know,The Chainsmokers,372965,1/7/17,us,United States
24K Magic,Bruno Mars,372926,3/9/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,372862,3/31/17,us,United States
All Time Low,Jon Bellion,372827,1/6/17,us,United States
Nothings Into Somethings,Drake,372820,3/30/17,us,United States
Deja Vu,J. Cole,372800,2/18/17,us,United States
Say You Won't Let Go,James Arthur,372720,5/6/17,us,United States
High Demand,Future,372602,2/18/17,us,United States
Closer,The Chainsmokers,372524,5/9/17,us,United States
Bad Business,21 Savage,372497,7/7/17,us,United States
4:00 AM,2 Chainz,372385,6/1/17,us,United States
"How Far I'll Go - From ""Moana""",Alessia Cara,372352,1/8/17,us,United States
Just Hold On,Steve Aoki,372129,1/9/17,us,United States
Rolex,Ayo & Teo,372012,5/26/17,us,United States
Just Hold On,Steve Aoki,371940,1/4/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,371931,5/12/17,us,United States
Do Not Disturb,Drake,371727,4/3/17,us,United States
Closer,The Chainsmokers,371425,5/10/17,us,United States
LUST.,Kendrick Lamar,371385,5/10/17,us,United States
Weak,AJR,371330,3/31/17,us,United States
Magnolia,Playboi Carti,371304,5/6/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,371165,3/25/17,us,United States
Rolex,Ayo & Teo,371112,5/27/17,us,United States
The Heart Part 4,Kendrick Lamar,371048,4/8/17,us,United States
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,371038,3/24/17,us,United States
Something Just Like This,The Chainsmokers,370984,7/9/17,us,United States
Cold,Maroon 5,370952,4/16/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,370886,3/28/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,370841,4/8/17,us,United States
Since Way Back,Drake,370812,3/28/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,370779,4/15/17,us,United States
PRIDE.,Kendrick Lamar,370778,5/10/17,us,United States
Everybody,Logic,370737,5/25/17,us,United States
No Heart,21 Savage,370715,3/12/17,us,United States
Slippery (feat. Gucci Mane),Migos,370637,2/13/17,us,United States
AfricAryaN,Logic,370497,5/6/17,us,United States
Too Good,Drake,370419,1/12/17,us,United States
Look At Me!,XXXTENTACION,370418,6/19/17,us,United States
Redbone,Childish Gambino,370414,4/2/17,us,United States
Cold,Maroon 5,370298,5/5/17,us,United States
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,370267,4/16/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,370264,4/8/17,us,United States
Rolex,Ayo & Teo,370245,5/11/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,370181,1/9/17,us,United States
One Dance,Drake,370125,3/3/17,us,United States
Love Galore (feat. Travis Scott),SZA,370088,7/10/17,us,United States
Heathens,Twenty One Pilots,370084,1/8/17,us,United States
Redbone,Childish Gambino,370059,2/18/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,370030,4/2/17,us,United States
Cold,Maroon 5,370027,5/9/17,us,United States
Love Galore (feat. Travis Scott),SZA,369984,7/14/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,369840,4/18/17,us,United States
Scared to Be Lonely,Martin Garrix,369790,5/4/17,us,United States
Chained To The Rhythm,Katy Perry,369598,3/26/17,us,United States
All Night (feat. Knox Fortune),Chance the Rapper,369523,3/26/17,us,United States
Neighbors,J. Cole,369403,1/12/17,us,United States
Slippery (feat. Gucci Mane),Migos,369403,3/10/17,us,United States
Swang,Rae Sremmurd,369360,1/5/17,us,United States
wokeuplikethis*,Playboi Carti,369318,6/17/17,us,United States
Love Galore (feat. Travis Scott),SZA,369263,7/7/17,us,United States
Selfish,PnB Rock,369261,1/27/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,369204,3/26/17,us,United States
wokeuplikethis*,Playboi Carti,369168,5/28/17,us,United States
Location,Khalid,369134,2/27/17,us,United States
Crying in the Club,Camila Cabello,368992,6/17/17,us,United States
Both (feat. Drake),Gucci Mane,368957,3/5/17,us,United States
Love Galore (feat. Travis Scott),SZA,368952,7/12/17,us,United States
Neighbors,J. Cole,368945,1/11/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,368936,4/21/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,368884,4/21/17,us,United States
Redbone,Childish Gambino,368861,2/27/17,us,United States
Strangers,Halsey,368803,5/26/17,us,United States
Water Under the Bridge,Adele,368765,2/16/17,us,United States
Rolex,Ayo & Teo,368697,3/6/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,368650,1/6/17,us,United States
Mercy,Shawn Mendes,368639,1/8/17,us,United States
wokeuplikethis*,Playboi Carti,368573,5/6/17,us,United States
24K Magic,Bruno Mars,368549,3/8/17,us,United States
Scared to Be Lonely,Martin Garrix,368458,4/15/17,us,United States
Both (feat. Drake),Gucci Mane,368410,3/12/17,us,United States
Scared to Be Lonely,Martin Garrix,368264,5/5/17,us,United States
Believer,Imagine Dragons,368153,2/14/17,us,United States
Swang,Rae Sremmurd,368106,6/17/17,us,United States
wokeuplikethis*,Playboi Carti,368088,5/29/17,us,United States
Say You Won't Let Go,James Arthur,367975,6/16/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,367952,3/5/17,us,United States
POA,Future,367919,2/18/17,us,United States
wokeuplikethis*,Playboi Carti,367895,6/22/17,us,United States
I Feel It Coming,The Weeknd,367810,5/12/17,us,United States
Say You Won't Let Go,James Arthur,367805,6/15/17,us,United States
Chained To The Rhythm,Katy Perry,367732,4/3/17,us,United States
Stay Blessed,Bryson Tiller,367708,5/27/17,us,United States
Sunday Morning Jetpack,Big Sean,367704,2/4/17,us,United States
Castle on the Hill,Ed Sheeran,367682,4/3/17,us,United States
Look At Me!,XXXTENTACION,367673,6/21/17,us,United States
goosebumps,Travis Scott,367594,1/27/17,us,United States
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,367496,3/27/17,us,United States
Since Way Back,Drake,367454,3/26/17,us,United States
Black SpiderMan,Logic,367375,4/20/17,us,United States
Scars To Your Beautiful,Alessia Cara,367338,1/7/17,us,United States
Bad and Boujee (feat. Lil Uzi Vert),Migos,367327,6/20/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,367321,4/7/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,367309,4/1/17,us,United States
24K Magic,Bruno Mars,367157,3/7/17,us,United States
Supermarket Flowers,Ed Sheeran,367062,3/11/17,us,United States
Believer,Imagine Dragons,367045,5/8/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,367001,2/13/17,us,United States
Scared to Be Lonely,Martin Garrix,366899,5/8/17,us,United States
wokeuplikethis*,Playboi Carti,366883,6/19/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,366868,3/5/17,us,United States
Most Girls,Hailee Steinfeld,366830,5/10/17,us,United States
Cold,Maroon 5,366770,5/10/17,us,United States
X (feat. Future),21 Savage,366731,4/8/17,us,United States
One Dance,Drake,366681,3/25/17,us,United States
Everybody,Logic,366579,5/26/17,us,United States
Too Good,Drake,366482,1/5/17,us,United States
Water Under the Bridge,Adele,366455,2/13/17,us,United States
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,366411,5/4/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,366344,5/4/17,us,United States
Love Galore (feat. Travis Scott),SZA,366323,7/8/17,us,United States
Scared to Be Lonely,Martin Garrix,366314,5/12/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,366312,5/26/17,us,United States
24K Magic,Bruno Mars,366288,2/27/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,366267,4/15/17,us,United States
Moves,Big Sean,366225,4/17/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,366214,3/12/17,us,United States
Perfect,Ed Sheeran,366135,3/29/17,us,United States
Honest,The Chainsmokers,366121,4/8/17,us,United States
Scared to Be Lonely,Martin Garrix,366087,4/8/17,us,United States
Sneakin’,Drake,365963,2/18/17,us,United States
Sneakin’,Drake,365943,2/13/17,us,United States
Free Smoke,Drake,365937,4/15/17,us,United States
Swish Swish,Katy Perry,365864,6/15/17,us,United States
One Dance,Drake,365849,4/1/17,us,United States
Party Monster,The Weeknd,365752,3/5/17,us,United States
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,365686,4/2/17,us,United States
Just Hold On,Steve Aoki,365683,2/4/17,us,United States
LUST.,Kendrick Lamar,365675,5/11/17,us,United States
Moves,Big Sean,365544,1/27/17,us,United States
Sidewalks,The Weeknd,365511,1/12/17,us,United States
One Dance,Drake,365367,3/4/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,365294,5/25/17,us,United States
Selfish (feat. Rihanna),Future,365244,6/3/17,us,United States
Starboy,The Weeknd,365182,5/11/17,us,United States
Green Light,Lorde,365148,4/8/17,us,United States
Woman,Kesha,365087,7/14/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,365084,2/2/17,us,United States
Six Feet Under,The Weeknd,365059,1/5/17,us,United States
X (feat. Future),21 Savage,365043,4/7/17,us,United States
Bad Things (with Camila Cabello),Machine Gun Kelly,364975,3/11/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,364896,5/8/17,us,United States
Get Right Witcha,Migos,364874,5/5/17,us,United States
All Night,The Vamps,364830,2/1/17,us,United States
Peek A Boo,Lil Yachty,364723,4/20/17,us,United States
No Promises (feat. Demi Lovato),Cheat Codes,364705,6/3/17,us,United States
Madiba Riddim,Drake,364670,4/3/17,us,United States
Redbone,Childish Gambino,364641,1/10/17,us,United States
LUST.,Kendrick Lamar,364588,5/12/17,us,United States
Closer,The Chainsmokers,364580,5/27/17,us,United States
Believer,Imagine Dragons,364406,2/13/17,us,United States
4422,Drake,364362,4/3/17,us,United States
Met Gala (feat. Offset),Gucci Mane,364358,5/28/17,us,United States
X (feat. Future),21 Savage,364346,4/1/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,364334,2/3/17,us,United States
Redbone,Childish Gambino,364290,3/26/17,us,United States
Redbone,Childish Gambino,364271,2/12/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,364180,4/16/17,us,United States
Get Low (with Liam Payne),Zedd,364173,7/11/17,us,United States
Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,364165,2/12/17,us,United States
Good Drank,2 Chainz,364103,6/16/17,us,United States
Paris,The Chainsmokers,364088,5/26/17,us,United States
Inspire Me,Big Sean,364080,2/3/17,us,United States
Rolex,Ayo & Teo,364074,5/10/17,us,United States
T-Shirt,Migos,363778,6/17/17,us,United States
The Cure,Lady Gaga,363771,6/3/17,us,United States
Homemade Dynamite,Lorde,363681,6/17/17,us,United States
Get Right Witcha,Migos,363637,5/4/17,us,United States
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,363490,5/5/17,us,United States
Weak,AJR,363480,3/28/17,us,United States
Six Feet Under,The Weeknd,363397,1/6/17,us,United States
I Feel It Coming,The Weeknd,363392,5/6/17,us,United States
Rolex,Ayo & Teo,363308,5/9/17,us,United States
Both (feat. Drake),Gucci Mane,363276,3/27/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,363261,4/8/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,363259,1/8/17,us,United States
pick up the phone,Young Thug,363230,1/12/17,us,United States
In the Name of Love,Martin Garrix,363053,1/30/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,363028,5/10/17,us,United States
Deja Vu,J. Cole,363009,2/12/17,us,United States
Scared to Be Lonely,Martin Garrix,362925,5/11/17,us,United States
Good Life (with G-Eazy & Kehlani),G-Eazy,362855,5/7/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,362808,5/24/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,362697,5/5/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,362592,2/3/17,us,United States
Andromeda (feat. DRAM),Gorillaz,362581,3/24/17,us,United States
PRIDE.,Kendrick Lamar,362530,5/11/17,us,United States
One Dance,Drake,362340,3/11/17,us,United States
Cold,Maroon 5,362260,5/12/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,362238,5/6/17,us,United States
Look At Me!,XXXTENTACION,362232,6/23/17,us,United States
Get It Together,Drake,362202,4/8/17,us,United States
Swang,Rae Sremmurd,362179,1/7/17,us,United States
PRIDE.,Kendrick Lamar,362145,5/12/17,us,United States
Strangers,Halsey,362131,6/3/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,362079,4/19/17,us,United States
Call on Me - Ryan Riback Remix,Starley,361891,5/4/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,361869,4/20/17,us,United States
Six Feet Under,The Weeknd,361858,1/4/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,361657,3/27/17,us,United States
Kelly Price (feat. Travis Scott),Migos,361650,2/14/17,us,United States
Closer,The Chainsmokers,361606,7/7/17,us,United States
Starving,Hailee Steinfeld,361543,1/8/17,us,United States
Six Feet Under,The Weeknd,361511,1/10/17,us,United States
You Was Right,Lil Uzi Vert,361496,2/4/17,us,United States
Cold,Maroon 5,361455,5/11/17,us,United States
Weak,AJR,361266,3/30/17,us,United States
You Was Right,Lil Uzi Vert,361217,1/31/17,us,United States
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,361097,2/14/17,us,United States
BUTTERFLY EFFECT,Travis Scott,361069,5/29/17,us,United States
Swang,Rae Sremmurd,361043,1/4/17,us,United States
Green Light,Lorde,360996,4/17/17,us,United States
Closer,The Chainsmokers,360982,5/8/17,us,United States
Ink Blot,Logic,360861,5/8/17,us,United States
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,360860,3/25/17,us,United States
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,360704,6/23/17,us,United States
Peek A Boo,Lil Yachty,360695,4/18/17,us,United States
Scared to Be Lonely,Martin Garrix,360693,3/26/17,us,United States
Outta Time,Future,360567,2/17/17,us,United States
Young Dumb & Broke,Khalid,360506,7/9/17,us,United States
Bounce Back,Big Sean,360456,7/8/17,us,United States
Black Beatles,Rae Sremmurd,360453,3/31/17,us,United States
24K Magic,Bruno Mars,360286,3/25/17,us,United States
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,360220,7/14/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,360154,2/12/17,us,United States
Say You Won't Let Go,James Arthur,360143,4/16/17,us,United States
Last Day Alive,The Chainsmokers,360052,4/8/17,us,United States
First Time,Kygo,360004,5/29/17,us,United States
Scared to Be Lonely,Martin Garrix,360002,4/2/17,us,United States
Slippery (feat. Gucci Mane),Migos,359990,2/18/17,us,United States
Scared to Be Lonely,Martin Garrix,359969,1/29/17,us,United States
Deja Vu,J. Cole,359939,3/3/17,us,United States
Ice Melts,Drake,359837,4/3/17,us,United States
Bad and Boujee (feat. Lil Uzi Vert),Migos,359796,6/21/17,us,United States
wokeuplikethis*,Playboi Carti,359757,6/23/17,us,United States
Redbone,Childish Gambino,359736,1/9/17,us,United States
Blem,Drake,359674,4/19/17,us,United States
Heathens,Twenty One Pilots,359602,1/28/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,359450,5/25/17,us,United States
No Favors,Big Sean,359367,3/3/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,359311,1/8/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,359233,7/16/17,us,United States
Closer,The Chainsmokers,359158,7/6/17,us,United States
Love Galore (feat. Travis Scott),SZA,359112,7/13/17,us,United States
The Cure,Lady Gaga,358948,5/29/17,us,United States
Love Galore (feat. Travis Scott),SZA,358822,7/11/17,us,United States
DUCKWORTH.,Kendrick Lamar,358752,5/4/17,us,United States
One Dance,Drake,358750,3/10/17,us,United States
Just Hold On,Steve Aoki,358728,1/5/17,us,United States
Love Me Now,John Legend,358720,2/4/17,us,United States
Chanel,Frank Ocean,358670,3/11/17,us,United States
I Feel It Coming,The Weeknd,358592,4/16/17,us,United States
Everyday,Ariana Grande,358566,3/30/17,us,United States
Dive,Ed Sheeran,358559,3/24/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,358511,5/26/17,us,United States
Black SpiderMan,Logic,358489,4/21/17,us,United States
Fake Love,Drake,358481,6/16/17,us,United States
Symphony (feat. Zara Larsson),Clean Bandit,358467,6/1/17,us,United States
Hearts Don't Break Around Here,Ed Sheeran,358256,3/11/17,us,United States
Look At Me!,XXXTENTACION,358240,6/18/17,us,United States
Up,NAV,358238,5/9/17,us,United States
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,358223,6/24/17,us,United States
Happier,Ed Sheeran,358151,3/24/17,us,United States
Weak,AJR,358128,4/14/17,us,United States
Bad and Boujee (feat. Lil Uzi Vert),Migos,358108,6/22/17,us,United States
do re mi,blackbear,358004,4/17/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,357892,5/11/17,us,United States
All Night,The Vamps,357865,2/2/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,357834,3/5/17,us,United States
More Than You Know,Axwell /\ Ingrosso,357830,7/11/17,us,United States
Despacito (Featuring Daddy Yankee),Luis Fonsi,357759,2/4/17,us,United States
The Night We Met,Lord Huron,357707,6/1/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,357701,2/18/17,us,United States
Starboy,The Weeknd,357633,5/9/17,us,United States
Kelly Price (feat. Travis Scott),Migos,357626,2/13/17,us,United States
Everyday,Ariana Grande,357604,3/31/17,us,United States
Weak,AJR,357511,3/29/17,us,United States
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,357485,5/11/17,us,United States
Don't Leave,Snakehips,357458,2/3/17,us,United States
All Time Low,Jon Bellion,357387,1/8/17,us,United States
ELEMENT.,Kendrick Lamar,357377,6/15/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,357250,5/27/17,us,United States
Cold,Maroon 5,357184,5/6/17,us,United States
Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,357152,2/27/17,us,United States
Say You Won't Let Go,James Arthur,357137,6/21/17,us,United States
FEEL.,Kendrick Lamar,357117,5/10/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,357066,5/12/17,us,United States
All Time Low,Jon Bellion,357038,1/5/17,us,United States
24K Magic,Bruno Mars,356985,3/24/17,us,United States
I Like Me Better,Lauv,356970,6/21/17,us,United States
All Night,The Vamps,356965,3/9/17,us,United States
Everyday,Ariana Grande,356964,3/28/17,us,United States
You Was Right,Lil Uzi Vert,356945,1/29/17,us,United States
Paris,The Chainsmokers,356927,5/7/17,us,United States
Slippery (feat. Gucci Mane),Migos,356803,3/9/17,us,United States
Tunnel Vision,Kodak Black,356712,7/14/17,us,United States
Scared to Be Lonely,Martin Garrix,356694,5/10/17,us,United States
Starboy,The Weeknd,356611,5/10/17,us,United States
Cold,Maroon 5,356607,5/8/17,us,United States
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,356601,7/8/17,us,United States
Location,Khalid,356585,2/15/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,356497,2/12/17,us,United States
One Dance,Drake,356400,3/31/17,us,United States
Scrape,Future,356353,2/17/17,us,United States
Perfect,Ed Sheeran,356273,3/30/17,us,United States
Broccoli (feat. Lil Yachty),Shelley FKA DRAM,356193,5/5/17,us,United States
Don't Leave,Snakehips,356185,2/17/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,356185,1/4/17,us,United States
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,356181,4/13/17,us,United States
Cold Water (feat. Justin Bieber & MØ),Major Lazer,356174,1/6/17,us,United States
pick up the phone,Young Thug,356165,1/6/17,us,United States
Crying in the Club,Camila Cabello,356097,5/29/17,us,United States
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,356054,3/31/17,us,United States
Starboy,The Weeknd,355962,5/26/17,us,United States
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,355924,3/24/17,us,United States
X (feat. Future),21 Savage,355867,3/30/17,us,United States
Both (feat. Drake),Gucci Mane,355781,1/29/17,us,United States
Rolex,Ayo & Teo,355765,5/8/17,us,United States
Skepta Interlude,Drake,355743,3/29/17,us,United States
